ambiguous,clean_trades,disposition,expectancy_pct,expired,losses,profit_factor,split,total_net_return_pct_naive,trade_candidates,universe,variant,winrate_pct,wins
0,3,AUDIT_ONLY,0.050657326554058635,0,1,1.1622158636034945,TRAIN_DESIGN,0.1519719796621759,3,327,limit_rejection_body__atr_0_15__fixed_1_5r,66.66666666666667,2
0,1,AUDIT_ONLY,-0.47565409667704905,0,1,0.0,OUT_OF_TIME_VALIDATION,-0.47565409667704905,1,122,limit_rejection_body__atr_0_15__fixed_1_5r,0.0,0
0,4,AUDIT_ONLY,-0.08092052925371826,0,2,0.7708452313960675,FULL_DIAGNOSTIC,-0.32368211701487304,4,449,limit_rejection_body__atr_0_15__fixed_1_5r,50.0,2
0,3,AUDIT_ONLY,-0.40501771875567444,0,2,0.16565274469965283,TRAIN_DESIGN,-1.2150531562670233,3,327,limit_rejection_body__atr_0_15__fixed_2r,33.333333333333336,1
0,1,AUDIT_ONLY,-0.47565409667704905,0,1,0.0,OUT_OF_TIME_VALIDATION,-0.47565409667704905,1,122,limit_rejection_body__atr_0_15__fixed_2r,0.0,0
0,4,AUDIT_ONLY,-0.4226768132360181,0,3,0.12486826808603063,FULL_DIAGNOSTIC,-1.6907072529440723,4,449,limit_rejection_body__atr_0_15__fixed_2r,25.0,1
0,3,AUDIT_ONLY,-0.38290616153980356,0,2,0.2112031397049823,TRAIN_DESIGN,-1.1487184846194107,3,327,limit_rejection_body__atr_0_15__nearest_support,33.333333333333336,1
0,1,AUDIT_ONLY,-0.47565409667704905,0,1,0.0,OUT_OF_TIME_VALIDATION,-0.47565409667704905,1,122,limit_rejection_body__atr_0_15__nearest_support,0.0,0
0,4,AUDIT_ONLY,-0.40609314532411495,0,3,0.15920394387131687,FULL_DIAGNOSTIC,-1.6243725812964598,4,449,limit_rejection_body__atr_0_15__nearest_support,25.0,1
0,12,AUDIT_ONLY,-0.2793204370581302,1,9,0.4403136755537348,TRAIN_DESIGN,-3.3518452446975626,13,327,limit_rejection_body__atr_0_15__previous_low,25.0,3
0,4,AUDIT_ONLY,0.10526879840240544,0,2,1.2315111016504472,OUT_OF_TIME_VALIDATION,0.42107519360962176,4,122,limit_rejection_body__atr_0_15__previous_low,50.0,2
0,16,AUDIT_ONLY,-0.18317312819299636,1,11,0.6246262186764898,FULL_DIAGNOSTIC,-2.9307700510879418,17,449,limit_rejection_body__atr_0_15__previous_low,31.25,5
0,3,REJECT_IN_SAMPLE_ONLY_UPLIFT,0.42988917193479886,0,0,,TRAIN_DESIGN,1.2896675158043966,3,327,limit_rejection_body__atr_0_25__fixed_1_5r,100.0,3
0,2,REJECT_IN_SAMPLE_ONLY_UPLIFT,0.37040053237054715,0,1,2.3785183919203283,OUT_OF_TIME_VALIDATION,0.7408010647410943,2,122,limit_rejection_body__atr_0_25__fixed_1_5r,50.0,1
0,5,REJECT_IN_SAMPLE_ONLY_UPLIFT,0.40609371610909817,0,1,4.778393978789123,FULL_DIAGNOSTIC,2.0304685805454907,5,449,limit_rejection_body__atr_0_25__fixed_1_5r,80.0,4
0,4,AUDIT_ONLY,-0.22381827102205534,0,2,0.42532108162247173,TRAIN_DESIGN,-0.8952730840882214,4,327,limit_rejection_body__atr_0_25__fixed_2r,50.0,2
0,2,AUDIT_ONLY,0.6399619616323602,0,1,3.537870263411819,OUT_OF_TIME_VALIDATION,1.2799239232647204,2,122,limit_rejection_body__atr_0_25__fixed_2r,50.0,1
0,6,AUDIT_ONLY,0.06410847319608319,0,3,1.1865248229390872,FULL_DIAGNOSTIC,0.3846508391764991,6,449,limit_rejection_body__atr_0_25__fixed_2r,50.0,3
0,4,AUDIT_ONLY,-0.05963120285171719,0,2,0.846890090787097,TRAIN_DESIGN,-0.23852481140686876,4,327,limit_rejection_body__atr_0_25__nearest_support,50.0,2
0,2,AUDIT_ONLY,2.097691123904852,0,1,9.318725556128188,OUT_OF_TIME_VALIDATION,4.195382247809704,2,122,limit_rejection_body__atr_0_25__nearest_support,50.0,1
0,6,AUDIT_ONLY,0.6594762394004726,0,3,2.9187586703316413,FULL_DIAGNOSTIC,3.9568574364028355,6,449,limit_rejection_body__atr_0_25__nearest_support,50.0,3
0,15,AUDIT_ONLY,-0.10928757764300179,1,10,0.7629044923561581,TRAIN_DESIGN,-1.6393136646450268,16,327,limit_rejection_body__atr_0_25__previous_low,33.333333333333336,5
0,11,AUDIT_ONLY,0.31246406186834097,0,6,1.7970223840297688,OUT_OF_TIME_VALIDATION,3.4371046805517507,11,122,limit_rejection_body__atr_0_25__previous_low,45.45454545454545,5
0,26,AUDIT_ONLY,0.06914580830410476,1,16,1.160137004160306,FULL_DIAGNOSTIC,1.7977910159067236,27,449,limit_rejection_body__atr_0_25__previous_low,38.46153846153846,10
0,4,AUDIT_ONLY,-0.1955011887461628,0,2,0.5431263393917911,TRAIN_DESIGN,-0.7820047549846512,4,327,limit_rejection_body__structural_high_only__fixed_1_5r,50.0,2
0,0,AUDIT_ONLY,,0,0,,OUT_OF_TIME_VALIDATION,0,0,122,limit_rejection_body__structural_high_only__fixed_1_5r,,0
0,4,AUDIT_ONLY,-0.1955011887461628,0,2,0.5431263393917911,FULL_DIAGNOSTIC,-0.7820047549846512,4,449,limit_rejection_body__structural_high_only__fixed_1_5r,50.0,2
0,2,AUDIT_ONLY,-0.6519649460594944,0,2,0.0,TRAIN_DESIGN,-1.3039298921189888,2,327,limit_rejection_body__structural_high_only__fixed_2r,0.0,0
0,0,AUDIT_ONLY,,0,0,,OUT_OF_TIME_VALIDATION,0,0,122,limit_rejection_body__structural_high_only__fixed_2r,,0
0,2,AUDIT_ONLY,-0.6519649460594944,0,2,0.0,FULL_DIAGNOSTIC,-1.3039298921189888,2,449,limit_rejection_body__structural_high_only__fixed_2r,0.0,0
0,3,AUDIT_ONLY,-0.12406884032415699,0,2,0.7145502045607636,TRAIN_DESIGN,-0.372206520972471,3,327,limit_rejection_body__structural_high_only__nearest_support,33.333333333333336,1
0,0,AUDIT_ONLY,,0,0,,OUT_OF_TIME_VALIDATION,0,0,122,limit_rejection_body__structural_high_only__nearest_support,,0
0,3,AUDIT_ONLY,-0.12406884032415699,0,2,0.7145502045607636,FULL_DIAGNOSTIC,-0.372206520972471,3,449,limit_rejection_body__structural_high_only__nearest_support,33.333333333333336,1
0,4,AUDIT_ONLY,-0.06072869239481235,0,3,0.8888856844576394,TRAIN_DESIGN,-0.2429147695792494,4,327,limit_rejection_body__structural_high_only__previous_low,25.0,1
0,3,AUDIT_ONLY,0.3467720936927383,0,1,1.867240261560241,OUT_OF_TIME_VALIDATION,1.040316281078215,3,122,limit_rejection_body__structural_high_only__previous_low,66.66666666666667,2
0,7,AUDIT_ONLY,0.11391450164270936,0,4,1.2355175829406617,FULL_DIAGNOSTIC,0.7974015114989655,7,449,limit_rejection_body__structural_high_only__previous_low,42.857142857142854,3
